Place,CarNum,Team,Time,Laps,Cones,OffCourse,OtherPenalty,AdjTime,EnduranceScore
,44,Ohio State Univ,1239.571,18,4,1,,,18
,111,Univ of Manitoba,1294.490,17,6,1,,,17
,54,Florida Inst of Tech,1497.358,17,5,4,,,17
,124,Univ of Guelph,1323.589,16,2,3,,,16
,100,Vanderbilt Univ,1248.117,15,1,3,,,15
,74,Cegep du Vieux - Montreal,1295.300,15,,2,120,,15
,42,Villanova Univ,1148.798,14,2,1,,,14
,94,West Virginia Univ,1397.662,14,,3,,,14
,59,Dalhousie Univ,1448.922,14,,8,,,14
,87,Kansas State Univ,1041.448,13,10,2,,,13
,86,Southern Illinois Univ - Carbondale,1042.137,13,11,4,,,13
,102,North Carolina State Univ - Raleigh,1165.676,13,5,3,,,13
,121,Concordia University,1018.734,12,11,8,,,12
,92,California State Univ - Long Beach,1142.401,12,2,1,,,12
,57,Univ of Toledo,737.406,11,4,,,,11
,93,York College of Pa,1045.551,11,2,2,,,11
,14,Karlsruhe Institute of Technology,634.966,10,,1,,,10
,114,Virginia Tech,666.284,10,,,,,10
,64,Duke Univ,718.124,10,3,,,,10
,25,Universidad Simon Bolivar,742.950,10,1,,,,10
,37,Univ of New Hampshire,753.630,10,4,1,,,10
,105,Mississippi State Univ,778.462,10,4,1,,,10
,16,Kettering Univ,793.826,10,1,2,,,10
,96,Lehigh Univ,825.641,10,10,3,,,10
,52,Univ of North Florida,881.820,10,9,2,,,10
,49,Minnesota State University - Mankato,913.211,10,,2,120,,10
,99,Florida Atlantic Univ,924.016,10,1,1,,,10
,120,Bradley Univ,993.457,10,11,2,89,,10
,39,Univ of Toronto,1025.313,10,,,,,10
,68,Univ of Alabama - Tuscaloosa,1054.155,10,,,,,10
,61,Univ of Illinois - Chicago,1130.106,10,2,1,,,10
,113,Univ of Wisconsin - Madison,606.958,9,,,,,9
,85,Rensselaer Polytechnic Inst,684.207,9,2,,,,9
,76,Ferris State University,885.641,9,3,,,,9
,77,Rochester Institute of Technology,569.434,8,2,3,,,8
,4,Ecole De Technologie Superieure,640.445,8,1,5,,,8
,48,Oakland University,514.553,7,1,1,,,7
,101,Clemson Univ,602.174,7,1,2,,,7
,24,Universidad Central de Venezuela,691.772,7,2,3,,,7
,6,Cornell Univ,284.766,4,1,1,,,4
,73,Universite Du Quebec-Chicoutimi,297.847,4,,2,,,4
,20,Univ of South Florida,221.893,3,,,,,3
,66,Fachhochschule Hamburg,122.375,2,1,,,,2
,27,US Air Force Academy,169.987,2,,2,,,2
,26,US Naval Academy,0.000,0,,,,,
,97,Lakehead Univ,0.000,0,,2,,,
